ВРЕМЯ,СУММА,КАТЕГОРИЯ
2020-05-08 13:41:00,30238.0,Доходы
2020-05-11 17:05:00,-2700.0,Еда
2020-05-12 12:46:00,17500.0,Доходы
2020-05-13 20:10:00,-35000.0,Дом
2020-05-13 20:10:00,-3150.0,Дом
2020-05-16 14:53:00,-3956.0,Еда
2020-05-18 19:53:00,-891.0,Красота и здоровье
2020-05-18 19:53:00,-399.0,Еда
2020-05-18 19:53:00,-399.0,Еда
2020-05-18 19:53:00,-1565.0,Еда
2020-05-19 19:18:00,20763.0,Доходы
2020-05-19 19:18:00,8245.0,Доходы
2020-05-19 19:18:00,23419.0,Доходы
2020-05-19 19:18:00,-2600.0,Хобби
2020-05-22 10:32:00,2830.0,Доходы
2020-05-22 10:32:00,4698.0,Доходы
2020-05-22 13:21:00,9598.0,Доходы
2020-05-22 19:58:00,-4570.0,Еда
2020-05-22 19:58:00,-369.0,Еда
2020-05-22 19:58:00,-399.0,Еда
2020-05-22 19:58:00,-310.0,Еда
2020-05-23 15:08:00,13600.0,Доходы
2020-05-23 15:08:00,8057.0,Доходы
2020-05-24 01:07:00,-500.0,Интернет и телефон
2020-05-25 23:17:00,26100.0,Доходы
2020-05-28 22:03:00,-5156.0,Еда
2020-05-28 22:03:00,-499.0,Еда
2020-05-28 22:03:00,-469.0,Еда
2020-05-28 22:03:00,-699.0,Еда
2020-05-28 22:03:00,-1294.0,Еда
2020-05-29 12:01:00,51376.0,Доходы
2020-06-01 20:55:00,-700.0,Подарки
2020-06-01 20:55:00,-300.0,Еда
2020-06-01 20:55:00,-782.0,Еда
2020-06-01 20:55:00,-1257.0,Еда
2020-06-02 21:15:00,-400.0,Еда
2020-06-02 21:15:00,-400.0,Еда
2020-06-02 21:15:00,-1224.0,Еда
2020-06-05 16:27:00,-869.0,Еда
2020-06-06 19:17:00,-4773.0,Еда
2020-06-08 18:02:00,14626.0,Доходы
2020-06-09 12:49:00,35517.0,Доходы
2020-06-09 12:49:00,-963.0,Подарки
2020-06-10 02:12:00,12180.0,Доходы
2020-06-10 02:12:00,26100.0,Доходы
2020-06-10 02:12:00,12180.0,Доходы
2020-06-10 22:26:00,-369.0,Еда
2020-06-10 22:26:00,-499.0,Еда
2020-06-10 22:26:00,-599.0,Еда
2020-06-10 22:26:00,-1428.0,Еда
2020-06-11 15:43:00,13611.0,Доходы
2020-06-11 20:28:00,-439.0,Еда
2020-06-11 20:28:00,-3140.0,Еда
2020-06-12 13:41:00,-5900.0,Обучение
2020-06-12 13:41:00,-44.0,Транспорт
2020-06-12 13:41:00,-4000.0,Одежда и обувь
2020-06-12 13:41:00,-44.0,Транспорт
2020-06-12 13:41:00,-308.0,Еда
2020-06-12 13:41:00,17500.0,Доходы
2020-06-12 13:41:00,21274.0,Доходы
2020-06-12 13:41:00,100338.0,Доходы
2020-06-12 13:41:00,41233.0,Доходы
2020-06-12 13:41:00,21275.0,Доходы
2020-06-12 13:41:00,51919.0,Доходы
2020-06-13 13:40:00,-900.0,Еда
2020-06-13 13:40:00,30000.0,Доходы
2020-06-13 19:14:00,-980.0,Еда
2020-06-13 19:14:00,-1150.0,Подарки
2020-06-13 19:14:00,-649.0,Еда
2020-06-13 19:14:00,-652.0,Еда
2020-06-13 19:14:00,-625.0,Еда
2020-06-13 19:14:00,-1691.0,Еда
2020-06-14 02:58:00,-500.0,Интернет и телефон
2020-06-14 14:53:00,-35000.0,Дом
2020-06-14 16:32:00,-354.0,Транспорт
2020-06-14 22:00:00,-44.0,Транспорт
2020-06-15 01:43:00,-4120.0,Дом
2020-06-17 20:07:00,-962.0,Еда
2020-06-19 19:28:00,-737.0,Дом
2020-06-21 17:54:00,-1533.0,Еда
2020-06-23 16:40:00,-969.0,Еда
2020-06-23 16:40:00,-2176.0,Здоровье
2020-06-23 16:40:00,30000.0,Доходы
2020-06-23 22:46:00,15000.0,Доходы
2020-06-23 22:46:00,-453.0,Еда
2020-06-23 22:46:00,-4007.0,Еда
2020-06-25 12:18:00,-1300.0,Хобби
2020-06-25 17:10:00,-1000.0,Интернет и телефон
2020-06-25 17:10:00,-44.0,Транспорт
2020-06-25 18:56:00,-44.0,Транспорт
2020-06-26 12:18:00,8000.0,Доходы
2020-06-27 13:01:00,-2300.0,Подарки
2020-06-27 13:01:00,-1750.0,Обучение
2020-06-27 21:38:00,-600.0,Еда
2020-06-27 21:38:00,-640.0,Еда
2020-06-27 21:38:00,-1350.0,Еда
2020-06-28 15:06:00,-24800.0,Подарки
2020-06-30 12:42:00,51376.0,Доходы
2020-06-30 23:53:00,-1061.0,Еда
2020-06-30 23:53:00,-15300.0,Здоровье
2020-07-01 18:29:00,-3616.0,Еда
2020-07-04 12:36:00,-700.0,Развлечения
2020-07-04 15:27:00,-499.0,Еда
2020-07-04 15:27:00,-399.0,Еда
2020-07-04 15:27:00,-499.0,Еда
2020-07-04 15:27:00,-1378.0,Еда
2020-07-04 17:50:00,-3000.0,Одежда и обувь
2020-07-06 01:01:00,-500.0,Интернет и телефон
2020-07-06 23:28:00,-1974.0,Дом
2020-07-07 11:08:00,11835.0,Доходы
2020-07-07 12:14:00,34800.0,Доходы
2020-07-08 14:51:00,-1450.0,Подарки
2020-07-08 14:51:00,-44.0,Транспорт
2020-07-08 21:23:00,-10860.0,Комплектующие
2020-07-09 14:28:00,-3492.0,Еда
2020-07-09 14:28:00,-852.0,Компьютер и программы
2020-07-09 14:28:00,-582.0,Компьютер и программы
2020-07-09 19:43:00,12026.0,Доходы
2020-07-09 19:43:00,14463.0,Доходы
2020-07-09 19:43:00,14463.0,Доходы
2020-07-09 19:43:00,21984.0,Доходы
2020-07-11 14:05:00,-44.0,Транспорт
2020-07-11 17:05:00,-44.0,Транспорт
2020-07-14 00:49:00,17500.0,Доходы
2020-07-14 00:49:00,-35000.0,Дом
2020-07-15 17:41:00,-3859.0,Еда
2020-07-16 15:41:00,-44.0,Транспорт
2020-07-16 16:17:00,-9336.0,Подарки
2020-07-16 16:17:00,-400.0,Еда
2020-07-16 16:17:00,-600.0,Еда
2020-07-16 16:17:00,-600.0,Еда
2020-07-16 16:17:00,-2034.0,Еда
2020-07-16 17:30:00,31886.0,Доходы
2020-07-17 15:49:00,-3300.0,Комплектующие
2020-07-17 15:49:00,-350.0,Комплектующие
2020-07-18 17:11:00,-100.0,Не учтённое
2020-07-18 18:11:00,-2280.0,Еда
2020-07-18 18:11:00,-44.0,Транспорт
2020-07-18 18:11:00,-44.0,Транспорт
2020-07-18 18:50:00,-330.0,Еда
2020-07-18 18:50:00,-563.0,Еда
2020-07-19 11:31:00,-589.0,Транспорт
2020-07-19 11:31:00,-396.0,Транспорт
2020-07-19 15:30:00,-40.0,Транспорт
2020-07-19 15:30:00,-22.0,Транспорт
2020-07-21 16:19:00,-872.0,Еда
2020-07-22 14:11:00,-872.0,Еда
2020-07-23 14:01:00,-3106.0,Еда
2020-07-23 14:01:00,17700.0,Здоровье
2020-07-23 14:01:00,2230.0,Доходы
2020-07-23 22:58:00,-8692.0,Путешествия
2020-07-24 17:16:00,8057.0,Доходы
2020-07-24 20:06:00,-889.0,Еда
2020-07-27 17:44:00,-1097.0,Еда
2020-07-27 22:20:00,-209.0,Еда
2020-07-28 07:58:00,-922.0,Транспорт
2020-07-28 07:58:00,-150.0,Еда
2020-07-28 10:46:00,-456.0,Здоровье
2020-07-28 13:05:00,-400.0,Развлечения
2020-07-28 13:05:00,-381.0,Транспорт
2020-07-28 13:05:00,-1410.0,Транспорт
2020-07-28 13:05:00,-774.0,Красота и здоровье
2020-07-28 15:38:00,-1000.0,Развлечения
2020-07-28 19:10:00,-399.0,Еда
2020-07-28 19:10:00,-599.0,Еда
2020-07-28 19:10:00,-754.0,Еда
2020-07-28 19:10:00,-21600.0,Дом
2020-07-29 10:46:00,-429.0,Здоровье
2020-07-29 14:40:00,-800.0,Развлечения
2020-07-29 14:40:00,-128.0,Еда
2020-07-29 14:40:00,-953.0,Еда
2020-07-29 15:15:00,15461.0,Доходы
2020-07-29 23:54:00,-184.0,Еда
2020-07-29 23:54:00,-209.0,Еда
2020-07-30 12:05:00,-627.0,Еда
2020-07-30 13:40:00,-166.0,Транспорт
2020-07-30 13:40:00,-448.0,Еда
2020-07-30 19:32:00,-600.0,Еда
2020-07-30 19:32:00,-358.0,Еда
2020-07-30 19:32:00,-700.0,Спорт
2020-07-30 21:41:00,-586.0,Еда
2020-07-30 21:41:00,-239.0,Транспорт
2020-07-30 21:41:00,-69.0,Еда
2020-07-31 13:32:00,-600.0,Развлечения
2020-07-31 15:15:00,796.0,Доходы
2020-07-31 15:15:00,-1000.0,Еда
2020-07-31 16:20:00,-1500.0,Транспорт
2020-07-31 16:20:00,-900.0,Развлечения
2020-07-31 17:19:00,-800.0,Еда
2020-07-31 19:52:00,-326.0,Еда
2020-08-01 11:09:00,-470.0,Еда
2020-08-01 16:20:00,-800.0,Развлечения
2020-08-01 16:20:00,-338.0,Транспорт
2020-08-01 16:20:00,-109.0,Транспорт
2020-08-02 15:38:00,-425.0,Еда
2020-08-02 15:38:00,-80.0,Еда
2020-08-02 15:38:00,-782.0,Подарки
2020-08-02 15:38:00,-792.0,Подарки
2020-08-02 21:43:00,-2800.0,Еда
2020-08-03 15:30:00,-1060.0,Еда
2020-08-03 17:34:00,-1138.0,Обучение
2020-08-03 17:34:00,-592.0,Еда
2020-08-03 17:34:00,-515.0,Компьютер и программы
2020-08-03 17:34:00,-3380.0,Развлечения
2020-08-03 17:34:00,-278.0,Еда
2020-08-04 12:13:00,-1388.0,Транспорт
2020-08-04 12:13:00,-650.0,Еда
2020-08-04 17:55:00,-480.0,Еда
2020-08-04 17:55:00,-310.0,Еда
2020-08-04 17:55:00,-530.0,Транспорт
2020-08-04 20:49:00,-476.0,Еда
2020-08-05 07:43:00,-700.0,Развлечения
2020-08-05 07:43:00,-500.0,Развлечения
2020-08-05 07:43:00,-800.0,Еда
2020-08-05 20:41:00,-250.0,Еда
2020-08-06 00:20:00,-366.0,Еда
2020-08-06 13:04:00,-394.0,Транспорт
2020-08-06 17:50:00,-2000.0,Еда
2020-08-06 17:50:00,-290.0,Еда
2020-08-06 17:50:00,-150.0,Красота и здоровье
2020-08-06 17:50:00,-1000.0,Транспорт
2020-08-06 17:50:00,11458.0,Доходы
2020-08-07 10:20:00,82463.0,Доходы
2020-08-07 10:20:00,35797.0,Доходы
2020-08-07 14:34:00,-44.0,Транспорт
2020-08-07 16:00:00,-1590.0,Дом
2020-08-07 16:00:00,-2965.0,Дом
2020-08-07 16:00:00,-44.0,Транспорт
2020-08-07 16:00:00,-844.0,Еда
2020-08-07 16:00:00,-415.0,Еда
2020-08-07 23:16:00,-179.0,Компьютер и программы
2020-08-08 12:32:00,-1850.0,Красота и здоровье
2020-08-08 15:34:00,-3969.0,Дом
2020-08-08 20:37:00,-2966.0,Еда
2020-08-09 15:26:00,-1000.0,Интернет и телефон
2020-08-09 15:26:00,-300.0,Развлечения
2020-08-09 15:26:00,-900.0,Подарки
2020-08-09 19:05:00,-222.0,Еда
2020-08-09 19:05:00,-1200.0,Еда
2020-08-09 19:05:00,-915.0,Еда
2020-08-10 15:40:00,-658.0,Еда
2020-08-10 22:21:00,-400.0,Обучение
2020-08-12 13:30:00,17500.0,Доходы
2020-08-12 14:03:00,-44.0,Транспорт
2020-08-12 16:01:00,-1011.0,Хобби
2020-08-12 17:13:00,-44.0,Транспорт
2020-08-12 17:13:00,-1434.0,Дом
2020-08-12 19:00:00,-2117.0,Дом
2020-08-12 19:36:00,-44.0,Транспорт
2020-08-13 12:18:00,-250.0,Развлечения
2020-08-13 12:18:00,-75.0,Компьютер и программы
2020-08-13 12:48:00,-35000.0,Дом
2020-08-13 12:48:00,-2290.0,Дом
2020-08-13 14:21:00,-3871.0,Дом
2020-08-13 15:55:00,-119.0,Еда
2020-08-13 15:55:00,-119.0,Еда
2020-08-13 15:55:00,-139.0,Еда
2020-08-13 15:55:00,-139.0,Еда
2020-08-13 15:55:00,-90.0,Еда
2020-08-13 15:55:00,-90.0,Еда
2020-08-13 15:55:00,-1864.0,Еда
2020-08-14 16:53:00,-44.0,Транспорт
2020-08-14 16:53:00,-44.0,Транспорт
2020-08-14 17:20:00,-300.0,Транспорт
2020-08-15 15:15:00,-1628.0,Еда
2020-08-16 18:35:00,-112.0,Еда
2020-08-16 18:35:00,-1137.0,Еда
2020-08-16 18:35:00,-200.0,Еда
2020-08-16 18:35:00,-300.0,Еда
2020-08-18 13:26:00,-209.0,Еда
2020-08-18 13:26:00,-453.0,Хобби
2020-08-18 13:26:00,-490.0,Хобби
2020-08-18 13:26:00,-874.0,Дом
2020-08-18 13:26:00,-785.0,Дом
2020-08-18 13:26:00,-704.0,Дом
2020-08-18 13:26:00,-600.0,Интернет и телефон
2020-08-18 21:35:00,-1413.0,Дом
2020-08-19 01:26:00,-500.0,Интернет и телефон
2020-08-19 18:58:00,-1897.0,Еда
2020-08-19 18:58:00,-220.0,Еда
2020-08-20 12:16:00,2220.0,Доходы
2020-08-22 17:45:00,2800.0,Доходы
2020-08-22 22:15:00,-329.0,Еда
2020-08-22 22:15:00,-649.0,Еда
2020-08-22 22:15:00,-3601.0,Еда
2020-08-23 15:45:00,-2600.0,Искусство
2020-08-23 15:45:00,-980.0,Еда
2020-08-23 15:45:00,-5600.0,Одежда и обувь
2020-08-25 12:36:00,8057.0,Доходы
2020-08-26 22:31:00,-1650.0,Еда
2020-08-26 22:31:00,-4353.0,Еда
2020-08-26 22:31:00,5769.0,Доходы
2020-08-27 12:15:00,-139.0,Еда
2020-08-27 17:30:00,6177.0,Доходы
2020-08-27 19:58:00,-4967.0,Дом
2020-08-28 11:34:00,-546.0,Еда
2020-08-29 16:41:00,-418.0,Компьютер и программы
2020-08-30 15:52:00,-890.0,Еда
2020-08-30 15:52:00,-639.0,Еда
2020-08-31 16:35:00,50688.0,Доходы
2020-09-01 20:33:00,-1000.0,Еда
2020-09-01 20:33:00,-500.0,Еда
2020-09-01 20:33:00,-2417.0,Еда
2020-09-02 12:54:00,-216.0,Транспорт
2020-09-05 00:59:00,-500.0,Интернет и телефон
2020-09-05 20:25:00,-35000.0,Подарки
2020-09-06 11:12:00,-1510.0,Транспорт
2020-09-07 21:37:00,-399.0,Еда
2020-09-07 21:37:00,-599.0,Еда
2020-09-07 21:37:00,-699.0,Еда
2020-09-07 21:37:00,-94.0,Еда
2020-09-08 15:03:00,-2212.0,Еда
2020-09-09 23:18:00,11269.0,Доходы
2020-09-09 23:18:00,35997.0,Доходы
2020-09-10 00:25:00,6652.0,Доходы
2020-09-10 12:01:00,2300.0,Доходы
2020-09-10 12:01:00,2300.0,Доходы
2020-09-10 18:16:00,-775.0,Еда
2020-09-10 18:16:00,-2711.0,Еда
2020-09-11 16:01:00,17500.0,Доходы
2020-09-12 16:34:00,-600.0,Развлечения
2020-09-13 14:10:00,-35000.0,Дом
2020-09-13 14:10:00,-3180.0,Дом
2020-09-13 18:12:00,-280.0,Еда
2020-09-13 18:12:00,-2905.0,Еда
2020-09-14 13:06:00,-44.0,Транспорт
2020-09-15 12:49:00,-44.0,Транспорт
2020-09-16 17:49:00,-88.0,Транспорт
2020-09-16 21:00:00,-1200.0,Транспорт
2020-09-16 21:00:00,-132.0,Транспорт
2020-09-16 22:06:00,-1700.0,Еда
2020-09-16 22:06:00,-1409.0,Еда
2020-09-17 10:59:00,-88.0,Транспорт
2020-09-18 12:54:00,-44.0,Транспорт
2020-09-18 12:54:00,-44.0,Транспорт
2020-09-18 12:54:00,-44.0,Транспорт
2020-09-18 15:32:00,-44.0,Транспорт
2020-09-18 15:35:00,-44.0,Транспорт
2020-09-18 22:35:00,-1000.0,Еда
2020-09-19 12:41:00,-44.0,Транспорт
2020-09-19 12:41:00,-44.0,Транспорт
2020-09-19 12:41:00,-620.0,Спорт
2020-09-19 12:41:00,-44.0,Транспорт
2020-09-19 12:41:00,-44.0,Транспорт
2020-09-19 16:42:00,-44.0,Транспорт
2020-09-19 16:42:00,-44.0,Транспорт
2020-09-19 21:45:00,-44.0,Транспорт
2020-09-20 13:21:00,-1321.0,Красота и здоровье
2020-09-20 13:21:00,-1725.0,Еда
2020-09-21 12:20:00,2380.0,Доходы
2020-09-21 13:17:00,-44.0,Транспорт
2020-09-23 16:29:00,-44.0,Транспорт
2020-09-23 16:29:00,-44.0,Транспорт
2020-09-23 16:50:00,-305.0,Еда
2020-09-23 17:28:00,-990.0,Компьютер и программы
2020-09-23 17:54:00,-3287.0,Еда
2020-09-24 12:40:00,-44.0,Транспорт
2020-09-24 12:40:00,-44.0,Транспорт
2020-09-24 17:05:00,-250.0,Еда
2020-09-24 20:06:00,-44.0,Транспорт
2020-09-24 21:58:00,13611.0,Доходы
2020-09-24 21:58:00,26100.0,Доходы
2020-09-25 19:56:00,8300.0,Доходы
2020-09-27 15:50:00,-840.0,Еда
2020-09-27 18:16:00,-800.0,Спорт
2020-09-27 18:16:00,-943.0,Еда
2020-09-27 18:16:00,-788.0,Еда
2020-09-27 18:16:00,-44.0,Транспорт
2020-09-27 18:16:00,-44.0,Транспорт
2020-09-28 09:18:00,-44.0,Транспорт
2020-09-29 21:06:00,-559.0,Еда
2020-09-30 17:51:00,26000.0,Доходы
2020-09-30 19:59:00,-1330.0,Еда
2020-09-30 19:59:00,-2871.0,Еда
2020-10-02 12:27:00,-249.0,Компьютер и программы
2020-10-02 19:12:00,-1753.0,Еда
2020-10-03 14:35:00,-620.0,Спорт
2020-10-04 13:36:00,-1000.0,Интернет и телефон
2020-10-04 13:36:00,-1000.0,Интернет и телефон
2020-10-05 09:13:00,-44.0,Транспорт
2020-10-05 13:06:00,-44.0,Транспорт
2020-10-07 18:37:00,-1863.0,Еда
2020-10-08 18:23:00,-44.0,Транспорт
2020-10-08 18:23:00,-7600.0,Дом
2020-10-08 19:27:00,-2620.0,Стройматериалы
2020-10-08 19:27:00,60900.0,Доходы
2020-10-08 19:27:00,12180.0,Доходы
2020-10-08 19:27:00,35797.0,Доходы
2020-10-08 19:27:00,11308.0,Доходы
2020-10-09 11:56:00,12179.0,Доходы
2020-10-09 12:18:00,-44.0,Транспорт
2020-10-09 12:35:00,-500.0,Транспорт
2020-10-09 17:45:00,121238.0,Доходы
2020-10-09 17:45:00,-399.0,Еда
2020-10-10 14:38:00,-620.0,Спорт
2020-10-10 14:38:00,-479.0,Еда
2020-10-10 17:00:00,-699.0,Еда
2020-10-10 17:00:00,-699.0,Еда
2020-10-10 17:00:00,-2912.0,Еда
2020-10-11 14:41:00,-965.0,Еда
2020-10-12 00:56:00,-1000.0,Интернет и телефон
2020-10-13 00:56:00,17500.0,Доходы
2020-10-13 00:56:00,-500.0,Интернет и телефон
2020-10-13 00:56:00,-400.0,Хобби
2020-10-13 15:59:00,-35000.0,Дом
2020-10-13 15:59:00,-4880.0,Дом
2020-10-14 20:44:00,-339.0,Еда
2020-10-14 20:44:00,-716.0,Еда
2020-10-14 20:44:00,-2503.0,Дом
2020-10-14 21:59:00,-6154.0,Дом
2020-10-16 19:25:00,-759.0,Еда
2020-10-16 19:25:00,-629.0,Еда
2020-10-16 19:25:00,-3786.0,Еда
2020-10-17 13:08:00,-620.0,Спорт
2020-10-18 20:26:00,-11800.0,Дом
2020-10-18 20:55:00,-1176.0,Еда
2020-10-19 13:22:00,-523.0,Транспорт
2020-10-19 13:22:00,-638.0,Еда
2020-10-20 12:51:00,-44.0,Транспорт
2020-10-20 12:51:00,-44.0,Транспорт
2020-10-20 12:51:00,-500.0,Транспорт
2020-10-20 12:51:00,-500.0,Транспорт
2020-10-20 14:04:00,-1517.0,Еда
2020-10-20 22:12:00,-900.0,Еда
2020-10-20 22:12:00,-3650.0,Еда
2020-10-21 17:03:00,-410.0,Еда
2020-10-21 17:03:00,-340.0,Еда
2020-10-22 21:46:00,-600.0,Еда
2020-10-22 21:46:00,-516.0,Еда
2020-10-23 08:56:00,105000.0,Доходы
2020-10-23 11:13:00,2380.0,Доходы
2020-10-23 14:06:00,30000.0,Доходы
2020-10-23 14:06:00,27500.0,Доходы
2020-10-23 14:06:00,-3900.0,Стройматериалы
2020-10-23 14:37:00,-350.0,Одежда и обувь
2020-10-23 14:37:00,-950.0,Транспорт
2020-10-23 21:01:00,-150.0,Еда
2020-10-23 21:01:00,-327.0,Еда
2020-10-25 13:02:00,-800.0,Спорт
2020-10-25 13:02:00,-990.0,Подарки
2020-10-25 13:02:00,-200.0,Еда
2020-10-25 13:02:00,-255.0,Еда
2020-10-26 13:39:00,-2230.0,Еда
2020-10-26 17:55:00,8299.0,Доходы
2020-10-29 12:03:00,-5000.0,Дом
2020-10-29 15:25:00,-350.0,Еда
2020-10-29 15:25:00,-21100.0,Дом
2020-10-29 15:25:00,-300.0,Стройматериалы
2020-10-29 15:25:00,-2500.0,Стройматериалы
2020-10-30 12:34:00,51417.0,Доходы
2020-10-30 12:34:00,-6678.0,Хобби
2020-10-30 21:24:00,-579.0,Еда
2020-10-30 21:24:00,-795.0,Транспорт
2020-10-31 12:59:00,-620.0,Спорт
2020-10-31 12:59:00,-500.0,Еда
2020-10-31 12:59:00,-1100.0,Еда
2020-10-31 23:27:00,-2374.0,Еда
2020-10-31 23:27:00,-2415.0,Подарки
2020-10-31 23:28:00,-6827.0,Стройматериалы
2020-11-01 11:26:00,-3001.0,Дом
2020-11-01 14:17:00,-2790.0,Украшения
2020-11-01 14:17:00,-2950.0,Одежда и обувь
2020-11-01 14:17:00,-596.0,Еда
2020-11-01 14:17:00,-418.0,Еда
2020-11-01 14:17:00,-2073.0,Еда
2020-11-01 14:17:00,-679.0,Дом
2020-11-01 14:17:00,-20000.0,Подарки
2020-11-01 14:17:00,-1200.0,Красота и здоровье
2020-11-01 14:17:00,-718.0,Еда
2020-11-01 20:01:00,-11481.0,Комплектующие
2020-11-02 14:08:00,-1050.0,Транспорт
2020-11-04 09:34:00,-500.0,Интернет и телефон
2020-11-04 12:30:00,-1368.0,Дом
2020-11-04 14:22:00,-2339.0,Еда
2020-11-05 13:05:00,-732.0,Дом
2020-11-06 12:55:00,11450.0,Доходы
2020-11-06 13:43:00,-35000.0,Подарки
2020-11-06 14:17:00,-3391.0,Подарки
2020-11-07 15:08:00,-500.0,Компьютер и программы
2020-11-07 15:08:00,-844.0,Еда
2020-11-08 00:40:00,-559.0,Еда
2020-11-08 00:40:00,-3276.0,Еда
2020-11-08 17:35:00,-1582.0,Здоровье
2020-11-09 11:09:00,-500.0,Еда
2020-11-09 11:09:00,-1200.0,Еда
2020-11-09 13:36:00,-319.0,Стройматериалы
2020-11-09 13:50:00,35828.0,Доходы
2020-11-09 13:50:00,17835.0,Доходы
2020-11-09 13:50:00,57000.0,Доходы
2020-11-09 16:18:00,-339.0,Еда
2020-11-10 14:31:00,107349.0,Доходы
2020-11-10 14:31:00,17835.0,Доходы
2020-11-10 14:31:00,-129.0,Транспорт
2020-11-10 19:38:00,-1000.0,Подарки
2020-11-11 11:09:00,-600.0,Еда
2020-11-11 11:09:00,-3800.0,Еда
2020-11-11 11:09:00,-250.0,Еда
2020-11-11 11:09:00,-27000.0,Без проекта
2020-11-11 11:51:00,-12049.0,Комплектующие
2020-11-11 11:51:00,-10958.0,Комплектующие
2020-11-11 18:18:00,-9362.0,Комплектующие
2020-11-12 11:51:00,-815.0,Комплектующие
2020-11-12 11:51:00,-563.0,Комплектующие
2020-11-12 16:20:00,-400.0,Обучение
2020-11-12 19:40:00,-1185.0,Еда
2020-11-13 12:56:00,-770.0,Комплектующие
2020-11-13 16:20:00,-1400.0,Обучение
2020-11-13 19:35:00,-35000.0,Дом
2020-11-13 19:35:00,-6335.0,Дом
2020-11-13 21:12:00,-10239.0,Комплектующие
2020-11-14 16:34:00,-464.0,Транспорт
2020-11-14 16:34:00,-317.0,Подарки
2020-11-14 22:08:00,10000.0,Подарки
2020-11-16 12:53:00,-1745.0,Еда
2020-11-16 12:53:00,-2762.0,Подарки
2020-11-16 20:49:00,-5265.0,Комплектующие
2020-11-17 12:00:00,-1046.0,Стройматериалы
2020-11-18 15:38:00,-1000.0,Интернет и телефон
2020-11-18 17:48:00,-950.0,Транспорт
2020-11-18 19:00:00,-284.0,Еда
2020-11-18 19:00:00,-253.0,Красота и здоровье
2020-11-18 20:08:00,-1343.0,Еда
2020-11-19 18:44:00,2166.0,Доходы
2020-11-20 19:53:00,2130.0,Доходы
2020-11-21 02:28:00,-12659.0,Дом
2020-11-21 15:46:00,15546.0,Доходы
2020-11-23 11:15:00,-1113.0,Комплектующие
2020-11-23 17:28:00,-339.0,Еда
2020-11-24 10:27:00,-1080.0,Еда
2020-11-25 10:50:00,30000.0,Доходы
2020-11-25 10:50:00,27500.0,Доходы
2020-11-25 10:50:00,8300.0,Доходы
2020-11-25 10:50:00,-1421.0,Еда
2020-11-26 10:14:00,-500.0,Интернет и телефон
2020-11-26 12:44:00,-928.0,Еда
2020-11-26 20:03:00,-1000.0,Еда
2020-11-28 16:00:00,-22200.0,Дом
2020-11-28 16:00:00,-1198.0,Стройматериалы
2020-11-28 16:00:00,-1652.0,Еда
2020-11-29 16:41:00,-3815.0,Еда
2020-11-30 14:15:00,1500.0,Доходы
2020-12-01 22:21:00,-479.0,Еда
2020-12-02 09:23:00,-800.0,Еда
2020-12-02 09:23:00,-1000.0,Еда
2020-12-02 12:20:00,-950.0,Транспорт
2020-12-02 16:40:00,-489.0,Еда
2020-12-04 20:40:00,-546.0,Еда
2020-12-05 13:45:00,-2778.0,Еда
2020-12-08 19:45:00,-479.0,Еда
2020-12-09 21:34:00,-1200.0,Еда
2020-12-10 09:57:00,57000.0,Доходы
2020-12-10 09:57:00,17835.0,Доходы
2020-12-10 09:57:00,12615.0,Доходы
2020-12-10 09:57:00,107350.0,Доходы
2020-12-10 09:57:00,17834.0,Доходы
2020-12-10 12:26:00,43620.0,Доходы
2020-12-10 12:26:00,-587.0,Еда
2020-12-11 13:09:00,-2836.0,Стройматериалы
2020-12-11 15:11:00,-3000.0,Подарки
2020-12-11 15:11:00,-333.0,Еда
2020-12-12 11:50:00,-950.0,Транспорт
2020-12-13 12:51:00,-35000.0,Дом
2020-12-13 12:51:00,-388.0,Стройматериалы
2020-12-13 15:19:00,-550.0,Еда
2020-12-13 23:11:00,-711.0,Еда
2020-12-14 17:14:00,-1873.0,Еда
2020-12-15 16:20:00,-20865.0,Дом
2020-12-17 11:29:00,-14796.0,Стройматериалы
2020-12-17 11:29:00,-829.0,Еда
2020-12-17 15:21:00,-2900.0,Дом
2020-12-17 16:03:00,-679.0,Еда
2020-12-17 16:03:00,-725.0,Еда
2020-12-18 10:29:00,-1288.0,Еда
2020-12-19 01:00:00,2330.0,Доходы
2020-12-19 16:56:00,-1694.0,Еда
2020-12-19 17:14:00,-112.0,Здоровье
2020-12-21 11:52:00,-1074.0,Еда
2020-12-21 15:22:00,-26500.0,Стройматериалы
2020-12-21 15:22:00,-2000.0,Еда
2020-12-22 13:58:00,8300.0,Доходы
2020-12-22 15:22:00,-16336.0,Дом
2020-12-23 17:37:00,-3600.0,Стройматериалы
2020-12-24 09:55:00,-5500.0,Одежда и обувь
2020-12-24 23:13:00,30000.0,Доходы
2020-12-24 23:13:00,27500.0,Доходы
2020-12-24 23:13:00,-2200.0,Еда
2020-12-25 19:25:00,-2133.0,Еда
2020-12-26 21:41:00,-950.0,Транспорт
2020-12-26 22:22:00,-457.0,Еда
2020-12-26 22:22:00,-499.0,Еда
2020-12-26 22:22:00,-1267.0,Еда
2020-12-28 13:39:00,87119.0,Доходы
2020-12-28 13:39:00,12415.0,Доходы
2020-12-28 13:57:00,57000.0,Доходы
2020-12-28 13:57:00,18270.0,Доходы
2020-12-28 13:57:00,107349.0,Доходы
2020-12-28 13:57:00,18270.0,Доходы
